"PA[1:length(PA)]"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
265.983305431168
306.67199790037
1777.0887868242
354.010963906799
401.404286079266
297.717775098014
304.781671017671
336.809939844665
335.228099589099
331.715186709155
341.990004351004
321.656671017671
281.890186709155
251.649859826456
215.397271437597
201.66757164756
193.262394869842
183.206264116762
196.748225412959
122.431902430538
135.104629703265
124.504629703265
111.602995289768
123.643048635241
118.534329493302
131.614225703025
21.2222222222222
21.4444444444444
29.8888888888889
122.217859246322
116.421590999461
8058.03718990036
734.131087821602
169.154140757513
175.205210990277
134.753402190676
161.684736394211
137.453402190676
160.263755746112
83.8764731476494
157.054763066947
5.5
142.062121332615
149.623428863413
167.688187579356
194.161847795389
218.644135974285
157.181467567216
143.278016382071
163.860719433923
400.107005051824
2426.37203983644
37.6
291.188819023022
315.24071299254
1506.63526759328
925.628403094381
919.901130367108
1129.63374836954
619.715411673641
519.31100639264
555.402425420007
237.347874798357
828.607361075387
1474.15625158148
492.345209821241
544.850561778623
7975.19355461987
4590.29759959711
5383.70414529038
2824.83383442567
11164.6400806666
4980.53523905296
2529.86109471749
6126.73174504929
1844.01712487094
5566.45495777768
2576.13448581694
2881.2869895956
